"country","year","vessel.length","species","regulated.gear","fishing.tech","fleets","age","type","value"
"GBR",2005,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2005,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2005,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2006,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2006,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2006,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2006,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2006,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2006,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2007,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2007,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2007,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2007,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2007,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2007,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",2.303
"GBR",2008,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2008,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2008,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2008,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2008,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2008,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2009,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2009,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2009,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2009,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2009,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2009,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2010,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2010,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2010,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2010,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2010,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2010,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2011,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2011,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2011,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2011,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2011,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2011,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2012,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2012,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2012,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2012,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2012,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2012,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2013,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2013,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2013,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2013,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2013,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2013,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2014,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2014,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2014,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2014,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2014,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2014,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2015,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2015,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2015,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2015,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2015,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0.001
"GBR",2015,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0.002
"GBR",2016,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2016,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2016,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2016,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age0","l",0
"GBR",2016,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age0","l",0.035
"GBR",2016,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age0","l",0.142
"FRA",2003,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2003,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2003,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2003,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",10.121
"FRA",2003,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2003,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2004,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2004,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2004,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2004,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2004,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2004,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2005,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2005,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2005,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2005,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2005,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2005,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2006,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2006,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2006,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2006,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2006,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2006,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2007,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2007,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2007,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2007,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2007,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2007,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",6.929
"FRA",2008,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2008,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2008,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2008,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2008,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2008,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2009,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2009,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2009,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2009,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2009,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2009,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2010,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2010,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2010,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2010,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2010,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2010,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2011,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2011,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2011,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2011,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2011,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2011,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2012,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2012,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2012,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2012,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2012,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2012,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2013,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2013,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2013,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2013,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2013,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2013,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2014,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2014,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2014,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2014,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2014,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2014,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2015,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2015,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2015,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2015,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2015,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0.01
"FRA",2015,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",0.024
"FRA",2016,"O10M","COD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2016,"O10M","COD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2016,"O10M","HAD","TR1","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2016,"O10M","HAD","TR2","DTS","FRA_DTS_O10M","age0","l",0
"FRA",2016,"O10M","WHG","TR1","DTS","FRA_DTS_O10M","age0","l",0.33
"FRA",2016,"O10M","WHG","TR2","DTS","FRA_DTS_O10M","age0","l",1.644
"IRL",2003,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2003,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2003,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2003,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",17.943
"IRL",2003,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2003,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2004,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2004,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2004,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2004,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2004,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2004,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2005,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2005,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2005,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2005,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2005,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2005,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2006,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2006,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2006,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2006,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2006,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2006,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2007,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2007,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2007,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2007,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2007,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2007,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",24.428
"IRL",2008,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2008,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2008,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2008,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2008,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2008,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2009,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2009,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2009,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2009,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2009,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2009,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2010,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2010,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2010,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2010,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2010,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2010,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2011,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2011,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2011,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2011,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2011,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2011,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2012,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2012,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2012,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2012,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2012,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2012,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2013,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2013,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2013,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2013,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2013,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2013,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2014,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2014,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2014,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2014,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2014,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2014,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2015,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2015,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2015,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2015,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2015,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0.017
"IRL",2015,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",0.017
"IRL",2016,"O10M","COD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2016,"O10M","COD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2016,"O10M","HAD","TR1","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2016,"O10M","HAD","TR2","DTS","IRL_DTS_O10M","age0","l",0
"IRL",2016,"O10M","WHG","TR1","DTS","IRL_DTS_O10M","age0","l",0.596
"IRL",2016,"O10M","WHG","TR2","DTS","IRL_DTS_O10M","age0","l",1.09
"OTH",2003,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",0.08
"OTH",2003,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",1.655
"OTH",2004,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",0.757
"OTH",2004,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",0.001
"OTH",2004,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",8.517
"OTH",2005,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",1.435
"OTH",2005,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",0.305
"OTH",2005,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",7.301
"OTH",2006,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",1.561
"OTH",2006,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",0.751
"OTH",2006,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",2.66
"OTH",2007,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",4.278
"OTH",2007,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",2.267
"OTH",2007,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",9.093
"OTH",2008,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",0.766
"OTH",2008,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",8.553
"OTH",2008,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",9.012
"OTH",2009,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",1.093
"OTH",2009,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",2.316
"OTH",2009,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",2.02
"OTH",2010,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",4.13
"OTH",2010,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age1","l",11.6
"OTH",2010,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",26.709
"OTH",2010,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age1","l",0.538
"OTH",2010,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",6.952
"OTH",2011,"O10M","COD","TR1","DTS","OTH_DTS_O10M","age1","l",0.082
"OTH",2011,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",2.204
"OTH",2011,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age1","l",0.003
"OTH",2011,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",0.156
"OTH",2011,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age1","l",0.043
"OTH",2011,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",5.781
"OTH",2012,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",2.529
"OTH",2012,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age1","l",0.001
"OTH",2012,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",0.036
"OTH",2012,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age1","l",0.026
"OTH",2012,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",0.597
"OTH",2013,"O10M","COD","TR1","DTS","OTH_DTS_O10M","age1","l",0.016
"OTH",2013,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",0.716
"OTH",2013,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age1","l",0.012
"OTH",2013,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",0.03
"OTH",2013,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age1","l",0.042
"OTH",2013,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",0.628
"OTH",2014,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",6.444
"OTH",2014,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",0.758
"OTH",2014,"O10M","WHG","TR1","DTS","OTH_DTS_O10M","age1","l",0.026
"OTH",2014,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",8.245
"OTH",2015,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",0.081
"OTH",2015,"O10M","HAD","TR1","DTS","OTH_DTS_O10M","age1","l",0.001
"OTH",2015,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",0.066
"OTH",2015,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",0.436
"OTH",2016,"O10M","COD","TR2","DTS","OTH_DTS_O10M","age1","l",0.575
"OTH",2016,"O10M","HAD","TR2","DTS","OTH_DTS_O10M","age1","l",0.081
"OTH",2016,"O10M","WHG","TR2","DTS","OTH_DTS_O10M","age1","l",3.271
"GBR",2003,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age1","l",0.645
"GBR",2003,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age1","l",2.656
"GBR",2003,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age1","l",1.534
"GBR",2003,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age1","l",8.637
"GBR",2003,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age1","l",6.166
"GBR",2003,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age1","l",53.627
"GBR",2004,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age1","l",2.677
"GBR",2004,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age1","l",12.781
"GBR",2004,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age1","l",0
"GBR",2004,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age1","l",0.015
"GBR",2004,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age1","l",46.745
"GBR",2004,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age1","l",58.533
"GBR",2005,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age1","l",3.417
"GBR",2005,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age1","l",13.367
"GBR",2005,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age1","l",22.263
"GBR",2005,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age1","l",2.229
"GBR",2005,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age1","l",0.055
"GBR",2005,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age1","l",21.233
"GBR",2006,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age1","l",19.434
"GBR",2006,"O10M","COD","TR2","DTS","GBR_DTS_O10M","age1","l",6.8
"GBR",2006,"O10M","HAD","TR1","DTS","GBR_DTS_O10M","age1","l",1.004
"GBR",2006,"O10M","HAD","TR2","DTS","GBR_DTS_O10M","age1","l",7.354
"GBR",2006,"O10M","WHG","TR1","DTS","GBR_DTS_O10M","age1","l",0
"GBR",2006,"O10M","WHG","TR2","DTS","GBR_DTS_O10M","age1","l",5.841
"GBR",2007,"O10M","COD","TR1","DTS","GBR_DTS_O10M","age1","l",6.584
